,age,job,marital,education,default,housing,loan,month,day_of_week,campaign,pdays,previous,poutcome,EVR,CPI,cons_conf_idx,euribor,no_emp,y,y_n
10034,36,blue-collar,married,basic.6y,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,1.0
10035,38,admin.,married,university.degree,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10036,43,technician,married,professional.course,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10037,41,blue-collar,married,basic.9y,no,no,no,jun,thu,22,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10038,32,admin.,married,high.school,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10039,44,technician,married,professional.course,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10040,39,admin.,single,high.school,no,no,no,jun,thu,4,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10041,39,admin.,married,university.degree,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10042,40,technician,married,high.school,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10043,27,student,single,university.degree,no,no,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10044,56,retired,married,basic.4y,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10045,51,admin.,single,basic.6y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10046,43,technician,single,professional.course,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10047,48,admin.,married,professional.course,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10048,39,admin.,divorced,professional.course,no,yes,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10049,55,technician,divorced,professional.course,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,1.0
10050,44,technician,divorced,professional.course,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10051,42,blue-collar,married,basic.4y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10052,46,blue-collar,married,professional.course,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10053,35,technician,married,professional.course,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10055,56,entrepreneur,married,N/A,no,no,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10056,36,blue-collar,married,basic.9y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10057,28,admin.,single,university.degree,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10058,42,admin.,married,basic.6y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10059,30,admin.,married,high.school,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10060,36,entrepreneur,married,high.school,no,no,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10061,54,blue-collar,married,basic.6y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,1.0
10062,53,technician,married,N/A,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10063,35,services,married,high.school,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10064,38,admin.,single,basic.9y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10065,32,management,single,university.degree,no,yes,no,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10066,45,self-employed,married,professional.course,no,no,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10067,55,blue-collar,married,basic.4y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10068,35,housemaid,single,N/A,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10069,31,blue-collar,married,basic.9y,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10070,41,services,divorced,basic.9y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10071,39,admin.,married,high.school,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10072,49,technician,divorced,N/A,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10073,30,admin.,single,university.degree,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10074,41,services,married,basic.9y,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10075,40,admin.,married,high.school,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10076,28,management,single,university.degree,no,no,no,jun,thu,5,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,1.0
10077,47,technician,married,professional.course,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10078,59,services,married,high.school,no,no,no,jun,thu,5,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10079,33,blue-collar,divorced,basic.9y,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10080,44,blue-collar,married,basic.9y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10081,38,technician,married,professional.course,no,yes,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10082,38,services,married,high.school,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10083,45,services,divorced,high.school,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10084,39,admin.,married,university.degree,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10085,56,entrepreneur,married,university.degree,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10086,53,entrepreneur,divorced,N/A,no,yes,no,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10087,35,technician,married,basic.6y,no,yes,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10088,38,technician,divorced,professional.course,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10089,55,self-employed,married,N/A,no,yes,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10090,30,technician,married,high.school,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10091,48,technician,married,N/A,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10092,32,admin.,single,university.degree,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10093,50,blue-collar,married,basic.4y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10094,32,housemaid,married,high.school,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10095,43,blue-collar,married,basic.9y,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10096,38,technician,single,university.degree,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10097,50,admin.,married,university.degree,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10098,49,services,married,high.school,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10099,58,entrepreneur,married,university.degree,no,yes,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10100,35,blue-collar,married,basic.6y,no,yes,no,jun,thu,6,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10101,44,admin.,married,university.degree,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10102,41,services,married,N/A,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10103,50,entrepreneur,married,basic.9y,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10104,54,technician,married,university.degree,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10105,42,blue-collar,married,basic.6y,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10106,31,services,married,high.school,no,no,yes,jun,thu,6,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10107,43,blue-collar,married,basic.4y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10108,58,admin.,single,university.degree,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10109,35,housemaid,married,high.school,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10110,59,services,divorced,high.school,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10111,40,blue-collar,married,basic.4y,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10112,48,admin.,married,basic.9y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10113,49,admin.,married,university.degree,no,yes,yes,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10114,59,housemaid,married,high.school,no,no,no,jun,thu,12,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10115,24,blue-collar,married,basic.9y,no,no,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10116,43,management,married,high.school,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10117,36,services,married,high.school,no,yes,yes,jun,thu,6,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10118,56,blue-collar,married,basic.4y,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10119,34,technician,married,professional.course,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10120,27,admin.,divorced,high.school,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10122,58,services,married,basic.4y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10123,39,unemployed,married,university.degree,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10124,46,technician,married,university.degree,no,no,yes,jun,thu,6,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,1.0
10125,40,blue-collar,single,basic.4y,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10126,49,technician,married,professional.course,no,no,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10127,42,admin.,single,university.degree,no,no,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10128,42,blue-collar,married,basic.6y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10129,32,technician,married,basic.9y,no,no,no,jun,thu,5,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10130,44,admin.,single,university.degree,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10131,52,blue-collar,single,basic.4y,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10132,40,blue-collar,married,basic.4y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10133,43,admin.,single,high.school,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10134,35,blue-collar,married,high.school,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,1.0
10135,54,housemaid,married,basic.4y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10136,35,services,married,basic.9y,no,no,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10137,34,services,married,high.school,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10138,22,services,single,basic.4y,no,no,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10139,42,technician,married,professional.course,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10140,33,management,single,university.degree,no,yes,no,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10141,39,management,married,university.degree,no,no,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10142,47,blue-collar,married,basic.4y,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10143,56,blue-collar,married,basic.4y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10144,49,blue-collar,married,basic.4y,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,1.0
10145,39,entrepreneur,married,high.school,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10146,29,services,married,professional.course,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10147,55,blue-collar,divorced,basic.4y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10149,32,technician,married,university.degree,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10150,46,entrepreneur,married,professional.course,no,yes,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10151,31,blue-collar,married,basic.9y,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10152,54,technician,married,university.degree,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10153,44,management,divorced,university.degree,no,yes,yes,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10154,52,blue-collar,married,basic.9y,no,no,no,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10155,49,technician,married,professional.course,no,yes,yes,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10156,35,technician,divorced,professional.course,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10157,43,entrepreneur,married,high.school,no,no,no,jun,thu,6,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,1.0
10158,59,entrepreneur,divorced,high.school,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,1.0
10159,36,services,married,high.school,no,yes,yes,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10160,39,services,single,high.school,no,yes,no,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10161,36,self-employed,divorced,university.degree,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10162,44,admin.,single,university.degree,no,yes,no,jun,thu,17,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,1.0
10163,44,management,married,high.school,no,yes,no,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10164,37,blue-collar,married,basic.4y,no,no,yes,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10165,41,blue-collar,married,basic.4y,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10166,41,management,married,university.degree,no,yes,no,jun,thu,7,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10167,52,blue-collar,married,basic.4y,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10168,45,blue-collar,single,basic.6y,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10170,48,management,married,university.degree,no,yes,no,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10172,48,blue-collar,married,basic.6y,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10173,40,blue-collar,married,N/A,no,no,no,jun,thu,4,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10174,29,blue-collar,married,high.school,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10175,50,admin.,married,university.degree,no,yes,no,jun,thu,6,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10176,49,blue-collar,married,basic.4y,no,no,no,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10177,44,services,married,high.school,no,yes,no,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10178,49,technician,married,professional.course,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10179,38,management,single,university.degree,no,yes,no,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10180,39,admin.,married,high.school,no,yes,no,jun,thu,6,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10181,43,blue-collar,divorced,basic.9y,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10182,30,entrepreneur,married,university.degree,no,yes,no,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10183,41,admin.,married,basic.9y,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10184,25,admin.,single,high.school,no,yes,no,jun,thu,7,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes,1.0
10185,47,blue-collar,married,basic.4y,no,yes,no,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10186,54,blue-collar,divorced,N/A,no,yes,no,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10187,36,services,married,high.school,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10188,33,entrepreneur,married,university.degree,no,no,yes,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10189,34,technician,married,professional.course,no,no,no,jun,thu,8,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10190,36,technician,married,professional.course,no,no,yes,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10191,57,technician,married,basic.4y,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10193,38,admin.,married,university.degree,no,yes,no,jun,thu,6,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10194,41,admin.,married,professional.course,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10195,53,blue-collar,married,basic.6y,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10196,39,unemployed,single,basic.6y,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10197,47,blue-collar,married,basic.4y,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10198,33,blue-collar,married,basic.9y,no,yes,no,jun,thu,8,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10199,34,admin.,single,high.school,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10200,32,admin.,single,university.degree,no,no,no,jun,thu,4,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10201,33,technician,married,university.degree,no,no,no,jun,thu,4,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10203,48,blue-collar,married,basic.9y,no,no,no,jun,thu,4,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10204,48,blue-collar,married,high.school,no,yes,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,0.0
10205,30,services,married,university.degree,no,yes,no,jun,mon,4,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10206,36,admin.,single,university.degree,no,yes,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10207,45,blue-collar,married,basic.6y,no,yes,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10208,60,admin.,married,university.degree,no,yes,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10209,32,self-employed,divorced,university.degree,no,no,no,jun,mon,3,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10210,33,admin.,married,university.degree,no,no,no,jun,mon,4,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10211,35,admin.,single,high.school,no,no,no,jun,mon,5,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10212,48,admin.,married,high.school,no,no,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10213,29,admin.,single,university.degree,no,no,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10215,45,blue-collar,married,basic.4y,no,yes,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10216,35,unemployed,married,university.degree,no,yes,no,jun,mon,4,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10217,30,technician,single,university.degree,no,yes,no,jun,mon,3,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10218,44,blue-collar,married,basic.9y,no,yes,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10219,32,unemployed,married,basic.9y,no,no,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10220,27,blue-collar,single,basic.9y,no,no,no,jun,mon,3,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10221,46,admin.,married,professional.course,no,no,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10222,29,blue-collar,married,high.school,no,no,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10223,39,management,married,university.degree,no,yes,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10224,34,blue-collar,married,basic.9y,no,no,no,jun,mon,29,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10225,34,blue-collar,married,basic.4y,no,no,no,jun,mon,4,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10226,39,admin.,married,university.degree,no,no,no,jun,mon,3,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10227,35,entrepreneur,married,university.degree,no,no,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,yes,1.0
10228,50,blue-collar,divorced,basic.4y,no,yes,no,jun,mon,3,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10229,38,admin.,married,university.degree,no,no,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10230,32,technician,single,high.school,no,no,no,jun,mon,3,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10231,32,technician,married,professional.course,no,no,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10232,38,blue-collar,married,professional.course,no,no,no,jun,mon,3,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10233,49,admin.,married,basic.9y,no,no,no,jun,mon,15,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10234,38,technician,married,basic.6y,no,no,yes,jun,mon,6,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10235,28,admin.,single,N/A,no,yes,no,jun,mon,5,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10236,33,technician,married,high.school,no,yes,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10237,37,technician,single,professional.course,no,no,yes,jun,mon,3,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10238,41,services,divorced,basic.9y,no,yes,no,jun,mon,4,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10239,41,admin.,divorced,high.school,no,no,no,jun,mon,11,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,yes,1.0
10240,40,blue-collar,married,basic.6y,no,yes,no,jun,mon,4,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10241,31,blue-collar,single,high.school,no,yes,yes,jun,mon,3,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
10242,41,services,married,high.school,no,no,no,jun,mon,21,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0.0
